年月日	地点	平均気温(℃)	最高気温(℃)	最低気温(℃)	降水量の合計(mm)	10分間降水量の最大(mm)	日照時間(時間)	合計全天日射量(MJ/㎡)	最深積雪(cm)	降雪量合計(cm)	平均風速(m/s)	最大風速(m/s)	最大瞬間風速(m/s)	最多風向(16方位)	平均蒸気圧(hPa)	平均現地気圧(hPa)	平均湿度(%)	平均海面気圧(hPa)	最小相対湿度(%)	最低海面気圧(hPa)	平均雲量(10分比)	天気概況(昼:06時~18時)	天気概況(夜:18時~翌日06時)
2017/11/18	青森	4.4	8.9	0.2	28.0	2.0	0.0	0.87	0.0	0.0	3.6	7.8	14.8	南西	7.3	1006.0	87.0	1006.5	62.0	1004.4	9.8	雨	雪時々雨一時みぞれ
2017/11/19	青森	-0.4	1.8	-2.7	17.5	1.0	0.1	2.26	18.0	18.0	4.5	10.2	16.7	南西	5.3	1010.4	89.0	1010.9	70.0	1006.5	10.0	雪、あられを伴う	雪、あられを伴う
2017/11/20	青森	-0.7	0.8	-2.5	13.5	1.0	1.6	5.18	32.0	15.0	4.2	9.5	13.4	南西	5.3	1016.6	90.0	1017.1	76.0	1015.8	10.0	雪	雪一時曇
2017/11/21	青森	0.6	2.1	-1.0	4.5	1.0	0.1	3.0	37.0	10.0	3.0	5.4	9.7	南南西	5.6	1023.6	88.0	1024.1	78.0	1016.9	10.0	雪後時々曇	晴時々曇
2017/11/22	青森	4.3	8.6	-2.5	2.0	0.5	5.3	7.26	27.0	0.0	3.3	8.2	13.7	南南西	6.0	1016.5	72.0	1017.0	52.0	1008.8	7.0	晴後曇	雨時々曇
2017/11/23	青森	4.6	7.5	1.1	23.0	1.0	0.1	2.17	10.0	1.0	3.5	7.2	10.8	南南西	7.6	1006.5	90.0	1007.0	74.0	1003.7	10.0	雨後一時曇	雪時々あられ一時雨
2017/11/24	青森	0.6	1.9	-1.0	8.0	1.0	0.0	2.01	15.0	13.0	3.9	7.6	13.0	南西	5.6	1013.0	87.0	1013.5	70.0	1008.7	10.0	雪後一時曇、あられを伴う	雪、あられを伴う
2017/11/25	青森	0.1	2.5	-3.6	6.0	1.0	0.5	3.02	18.0	6.0	4.2	9.5	17.2	西南西	4.9	1021.3	80.0	1021.8	52.0	1016.1	7.8	雪後一時曇、あられを伴う	晴時々雨、雷を伴う
2017/11/26	青森	2.8	5.4	-3.9	24.0	2.0	0.0	0.96	15.0	1.0	4.7	9.9	17.2	南南西	6.3	1017.9	84.0	1018.4	54.0	1014.9	10.0	雨	雪一時曇、あられを伴う
2017/11/27	青森	0.2	2.1	-2.7	1.5	0.5	0.0	2.45	9.0	3.0	3.8	8.7	14.5	南南西	4.4	1028.5	71.0	1029.0	57.0	1023.5	7.5	曇	晴一時曇
2017/11/28	青森	3.4	9.9	-4.8	0.0	0.0	7.2	8.83	6.0	0.0	2.4	6.7	9.0	南	5.6	1023.5	72.0	1024.0	46.0	1017.3	5.0	晴後薄曇	曇時々晴
2017/11/29	青森	8.4	12.4	2.8	0.0	0.0	1.3	3.74	3.0	0.0	6.8	11.7	17.6	西南西	7.2	1013.9	63.0	1014.4	46.0	1010.9	5.8	曇時々晴一時雨	晴時々曇
2017/11/30	青森	0.8	3.1	-0.9	2.5	0.5	0.8	3.72	6.0	6.0	5.3	8.7	13.7	西南西	4.6	1017.5	72.0	1018.0	50.0	1016.8	9.0	雪一時曇	雪時々曇一時晴
2017/12/1	青森	-0.9	1.1	-3.0	2.5	0.5	0.4	3.07	7.0	4.0	4.8	9.2	14.8	西南西	4.4	1018.2	76.0	1018.7	50.0	1016.5	9.3	雪一時曇	雪一時晴
2017/12/2	青森	-0.2	2.6	-2.4	2.0	0.5	0.7	4.29	9.0	4.0	4.7	7.5	12.8	南南西	4.8	1024.1	80.0	1024.6	64.0	1021.5	9.5	雪時々曇	曇時々雪一時晴、みぞれを伴う
2017/12/3	青森	3.3	7.6	-1.2	10.0	1.0	1.1	3.61	6.0	0.0	2.7	7.1	13.0	南	6.8	1018.6	88.0	1019.1	66.0	1016.7	10.0	曇後雨	雨後時々曇
2017/12/4	青森	4.1	6.3	2.1	2.0	0.5	1.8	4.97	0.0	0.0	2.3	5.9	8.2	南	6.8	1013.5	83.0	1014.0	56.0	1005.3	10.0	曇後一時雨	雨一時曇
2017/12/5	青森	1.9	4.7	-1.2	2.0	0.5	2.6	5.35	0.0	0.0	4.1	12.1	19.1	西北西	5.4	1006.9	77.0	1007.4	56.0	1001.6	7.8	曇一時雪	曇後雪、あられを伴う
2017/12/6	青森	-1.3	-0.1	-2.0	6.5	1.0	0.3	2.51	8.0	8.0	4.5	7.6	12.1	南西	4.7	1016.8	84.0	1017.3	63.0	1011.6	10.0	雪、あられを伴う	曇後雪
2017/12/7	青森	0.1	1.9	-1.8	8.0	0.5	2.2	4.82	16.0	12.0	2.4	6.6	9.2	南	5.4	1017.2	89.0	1017.7	69.0	1009.6	8.3	雪時々曇一時晴、みぞれを伴う	みぞれ後一時雨
2017/12/8	青森	-0.1	2.1	-2.6	9.5	1.0	2.1	5.68	13.0	9.0	3.4	10.5	15.6	西	5.2	1011.5	85.0	1012.0	65.0	1008.6	10.0	曇後雪	雪一時晴
2017/12/9	青森	-1.2	0.9	-4.1	7.0	1.0	0.8	3.91	26.0	14.0	4.6	8.7	15.6	南西	4.7	1012.7	84.0	1013.2	66.0	1011.0	10.0	雪、あられを伴う	雪後曇、あられを伴う
2017/12/10	青森	2.2	5.1	0.2	0.0	0.0	1.6	5.67	23.0	0.0	2.3	5.1	7.0	南	5.5	1013.3	77.0	1013.8	57.0	1004.9	10.0	曇後一時雨	晴時々曇一時雨
2017/12/11	青森	3.6	7.6	-0.9	13.5	1.0	0.6	1.7	14.0	8.0	3.6	7.5	13.9	南南西	7.0	1001.0	88.0	1001.5	65.0	999.4	8.0	雨	雪一時雨
2017/12/12	青森	-2.7	-0.9	-3.6	8.5	0.5	1.0	4.32	20.0	9.0	8.0	12.3	21.9	西南西	4.3	1005.1	85.0	1005.6	66.0	1003.0	10.0	雪、あられを伴う	雪、あられを伴う
2017/12/13	青森	-1.4	0.2	-3.4	13.0	1.0	0.0	2.02	31.0	12.0	5.5	8.8	13.6	南西	4.8	1010.9	87.0	1011.4	69.0	1008.2	10.0	雪、あられを伴う	雪後一時曇、あられを伴う
2017/12/14	青森	1.6	5.5	-1.6	3.0	0.5	3.5	5.67	30.0	2.0	3.2	7.3	11.2	南南西	5.7	1018.6	83.0	1019.1	53.0	1013.6	8.3	曇時々晴、みぞれを伴う	雨時々曇一時雪、みぞれを伴う
2017/12/15	青森	2.1	5.1	-0.5	2.5	1.0	1.4	4.44	24.0	0.0	3.2	6.5	10.5	南西	5.8	1020.2	81.0	1020.7	56.0	1015.7	8.3	曇一時雨、あられを伴う	曇後一時雨、みぞれを伴う
2017/12/16	青森	1.4	4.4	-1.0	10.0	1.0	0.1	3.89	19.0	4.0	3.1	9.0	14.6	西南西	5.8	1010.6	85.0	1011.1	58.0	1009.1	10.0	雪時々雨一時曇、あられを伴う	雪
2017/12/17	青森	-2.5	-0.9	-3.7	8.5	0.5	0.1	3.5	38.0	21.0	4.7	7.9	13.3	南西	4.5	1013.8	89.0	1014.3	67.0	1009.9	9.3	雪、あられを伴う	雪一時曇
2017/12/18	青森	-0.5	3.2	-3.6	8.0	0.5	5.5	8.65	45.0	13.0	4.1	7.0	11.0	南西	4.7	1018.4	80.0	1018.9	50.0	1015.4	9.5	曇時々雪一時晴	雪後晴一時曇
2017/12/19	青森	-1.4	0.7	-3.7	8.5	1.0	0.0	1.38	50.0	12.0	4.1	8.6	12.4	南西	4.8	1016.5	86.0	1017.0	78.0	1012.7	9.3	雪一時曇、あられを伴う	雪、あられを伴う
2017/12/20	青森	-1.6	0.1	-3.5	5.5	0.5	0.2	3.34	56.0	9.0	5.0	9.1	12.9	南西	4.5	1024.2	83.0	1024.7	69.0	1021.7	10.0	雪	曇後時々晴
2017/12/21	青森	1.7	4.0	-1.5	0.0	0.0	3.2	5.93	52.0	0.0	4.7	7.2	10.8	南西	4.7	1024.2	68.0	1024.7	54.0	1023.0	8.8	曇時々晴	曇時々雨後一時晴、あられを伴う
2017/12/22	青森	3.1	6.1	0.1	0.0	0.0	2.7	5.54	41.0	0.0	2.7	5.6	7.4	南西	5.8	1021.5	76.0	1022.0	57.0	1017.1	7.0	曇時々晴	晴一時雨
2017/12/23	青森	3.9	7.2	0.2	1.0	0.5	3.9	5.75	33.0	0.0	3.8	7.6	12.1	南南西	6.2	1018.0	77.0	1018.5	56.0	1015.8	7.3	晴時々曇一時雨	晴時々曇一時雨
2017/12/24	青森	2.9	7.2	-0.7	0.0	0.0	0.0	3.44	27.0	0.0	1.9	3.9	5.2	南南西	5.8	1014.5	78.0	1015.0	56.0	1000.7	7.8	曇	曇後雨
2017/12/25	青森	2.3	8.4	-1.9	4.5	0.5	0.0	2.52	25.0	1.0	8.6	14.8	23.0	西南西	5.5	998.0	74.0	998.5	54.0	991.5	10.0	雪時々雨一時みぞれ、あられを伴う	雪、あられを伴う
2017/12/26	青森	-3.5	-0.6	-5.9	7.5	0.5	0.0	1.33	30.0	9.0	8.7	12.4	20.9	西南西	3.9	1002.0	82.0	1002.5	55.0	999.8	10.0	雪、あられを伴う	雪、あられを伴う
2017/12/27	青森	-4.5	-3.2	-6.2	10.0	0.5	0.1	2.6	42.0	13.0	7.4	11.9	18.6	西南西	3.7	1002.5	84.0	1003.0	53.0	999.6	9.3	雪	雪
2017/12/28	青森	-2.3	-0.6	-3.5	9.0	1.0	0.7	3.5	55.0	16.0	5.6	9.4	14.5	西南西	4.5	1011.8	86.0	1012.3	62.0	1007.9	9.3	雪一時晴	雪、あられを伴う
2017/12/29	青森	-1.8	-0.2	-2.8	5.0	0.5	0.2	3.07	59.0	9.0	4.8	8.2	12.8	南西	4.7	1012.7	88.0	1013.2	74.0	1010.8	10.0	雪一時曇、あられを伴う	雪
2017/12/30	青森	-1.1	2.7	-4.1	1.5	0.5	6.3	8.43	62.0	4.0	3.4	6.8	9.3	南西	4.8	1018.8	86.0	1019.3	61.0	1013.8	7.0	晴時々曇一時雪	晴
2015/1/1	高森	-2.6	0.8	-5.2	0.0	0.0	1.1				5.3	10.4	19.1	西北西									
2015/1/2	高森	-1.6	-0.1	-3.9	0.5	0.5	0.1				2.9	7.1	12.3	西									
2015/1/3	高森	-1.7	4.0	-8.4	0.0	0.0	8.3				1.1	2.6	4.1	東南東									
2015/1/4	高森	5.7	9.8	-1.2	0.0	0.0	2.8				2.2	4.8	8.6	西									
2015/1/5	高森	6.8	13.5	0.5	0.0	0.0	4.8				1.0	3.8	6.3	北東									
2015/1/6	高森	7.8	12.7	1.5	18.5	2.0	0.0				3.2	6.7	16.4	西									
2015/1/7	高森	1.8	5.9	-1.4	0.0	0.0	8.5				2.8	5.5	9.6	西									
2015/1/8	高森	0.5	4.3	-2.1	0.0	0.0	7.1				2.8	5.8	9.1	西									
2015/1/9	高森	1.3	5.9	-3.4	0.0	0.0	7.5				3.0	5.7	10.1	西									
2015/1/10	高森	3.0	6.1	1.1	0.0	0.0	6.2				3.2	6.5	11.7	西									
2015/1/11	高森	3.8	7.0	1.3	0.0	0.0	3.3				3.3	6.8	12.8	西									
2015/1/12	高森	1.0	5.0	-2.8	0.0	0.0	6.1				2.2	5.6	11.2	東北東									
2015/1/13	高森	2.7	7.9	-1.4	0.0	0.0	4.3				1.4	4.7	8.2	北東									
2015/1/14	高森	5.7	9.2	0.8	4.5	0.5	0.0				2.0	6.7	11.5	東									
2015/1/15	高森	5.7	8.6	3.2	20.0	4.5	0.0				2.9	5.9	12.9	西									
2015/1/16	高森	4.6	8.9	0.7	0.5	0.5	5.0				2.3	6.3	11.9	西									
2015/1/17	高森	1.6	4.7	-2.2	0.0	0.0	4.8				4.3	8.4	15.0	西									
2015/1/18	高森	1.6	8.4	-4.8	0.0	0.0	3.3				1.3	3.8	7.2	南西									
2015/1/19	高森	3.5	5.9	-0.6	0.5	0.5	3.9				3.9	7.3	13.2	西									
2015/1/20	高森	3.5	11.3	-2.6	0.0	0.0	7.4				1.1	3.8	5.9	東									
2015/1/21	高森	5.4	7.9	1.2	19.5	1.0	0.0				1.8	6.2	10.5	東南東									
2015/1/22	高森	4.8	6.4	2.3	3.5	1.0	0.0				1.8	5.3	9.2	西									
2015/1/23	高森	2.0	5.6	-2.2	0.0	0.0	1.6				2.1	5.3	9.9	西									
2015/1/24	高森	1.4	8.0	-4.0	0.0	0.0	7.0				1.5	5.4	8.9	西									
2015/1/25	高森	5.4	12.9	-1.3	0.0	0.0	7.0				1.2	3.9	8.2	東									
2015/1/26	高森	8.9	10.6	6.7	33.0	2.0	0.0				2.0	4.8	9.3	西									
2015/1/27	高森	6.7	9.9	2.3	0.0	0.0	1.7				2.5	4.7	8.6	西									
2015/1/28	高森	2.6	6.3	0.0	0.0	0.0	2.9				2.1	5.3	9.3	東北東									
2015/1/29	高森	1.8	5.3	-1.3	13.5	1.0	0.9				1.5	3.9	6.9	北北東									
2015/1/30	高森	2.8	5.1	0.3	11.5	0.5	0.0				2.1	5.0	9.3	西									
2015/1/31	高森	-0.1	2.4	-2.5	0.0	0.0	1.4				2.5	5.3	9.1	西									
2015/2/1	高森	0.7	6.6	-3.7	0.0	0.0	9.3				1.7	4.9	7.9	西南西									
2015/2/2	高森	0.2	5.1	-3.9	0.0	0.0	1.6				1.2	3.6	5.0	北東									
2015/2/3	高森	2.0	9.1	-3.5	0.0	0.0	9.3				1.4	5.2	8.0	東北東									
2015/2/4	高森	2.2	4.5	0.2	0.0	0.0	0.0				1.8	5.1	9.8	西									
2015/2/5	高森	0.6	3.0	-1.2	0.5	0.5	3.8				4.3	7.2	13.3	西									
2015/2/6	高森	0.8	5.7	-2.6	0.5	0.5	6.1				1.5	4.7	7.5	西									
2015/2/7	高森	2.7	7.7	-3.1	0.0	0.0	1.6				1.4	5.6	10.9	東南東									
2015/2/8	高森	-0.1	3.9	-5.1	2.0	0.5	0.8				4.0	9.4	16.0	西									
2015/2/9	高森	-3.8	-0.2	-5.8	0.0	0.0	7.9				3.6	6.6	12.3	西									
2015/2/10	高森	0.5	3.6	-3.8	0.0	0.0	1.7				2.5	5.4	9.6	西									
2015/2/11	高森	3.7	7.0	1.2	0.0	0.0	0.8				1.5	4.6	8.5	西									
2015/2/12	高森	3.5	8.6	-0.4	0.0	0.0	5.4				3.4	7.5	14.3	西									
2015/2/13	高森	0.8	4.8	-2.3	0.0	0.0	9.0				4.3	7.2	12.8	西									
2015/2/14	高森	1.7	7.8	-2.8	0.0	0.0	9.8				2.1	5.1	8.3	西									
2015/2/15	高森	5.2	12.4	-2.5	0.0	0.0	5.2				1.6	5.9	9.0	西南西									
2015/2/16	高森	8.0	9.9	5.3	6.5	0.5	0.0				1.5	5.1	9.2	北東									
2015/2/17	高森	5.9	9.7	2.6	0.0	0.0	2.1				4.6	6.8	12.0	西									
2015/2/18	高森	2.7	4.9	1.2	0.0	0.0	0.7				3.5	5.6	10.5	西									
2015/2/19	高森	2.2	6.4	0.4	0.0	0.0	1.9				3.0	6.4	10.9	北北東									
2015/2/20	高森	2.9	11.3	-3.8	0.0	0.0	9.8				1.8	4.1	8.7	東北東									
2015/2/21	高森	5.8	9.4	-1.0	8.5	0.5	0.8				2.9	6.5	13.4	東南東									
2015/2/22	高森	10.9	13.9	8.9	7.5	0.5	0.0				3.1	7.6	14.7	西									
2015/2/23	高森	6.0	10.3	1.5	0.0	0.0	2.8				1.8	4.8	8.2	西南西									
2015/2/24	高森	3.7	10.0	-0.3	0.0	0.0	2.9				1.2	3.7	7.1	西南西									
2015/2/25	高森	4.7	10.0	-0.5	5.5	1.0	0.3				1.2	4.3	6.7	北北東									
2015/2/26	高森	6.3	9.2	2.6	20.0	1.0	0.0				1.8	5.4	10.1	西									
2015/2/27	高森	2.0	7.2	-1.3	0.0	0.0	7.4				3.7	6.3	10.4	西									
2015/2/28	高森	3.8	10.0	-0.8	8.0	1.0	6.8				3.6	7.0	12.9	東南東									
2015/3/1	高森	5.7	9.7	1.7	29.5	1.5	0.0				3.7	7.3	14.7	西									
2015/3/2	高森	3.7	10.1	-1.0	0.0	0.0	9.7				1.9	5.8	9.2	西南西									
2015/3/3	高森	5.7	9.1	1.4	13.5	1.0	0.0				1.9	6.8	11.9	西									
2015/3/4	高森	3.3	6.6	-0.1	0.0	0.0	3.5				4.2	6.8	12.2	西									
2015/3/5	高森	3.3	10.1	-1.5	0.0	0.0	7.7				2.0	5.9	9.5	東北東									
2015/3/6	高森	2.5	3.6	1.1	1.0	0.5	0.0				0.6	2.2	4.1	西南西									
2015/3/7	高森	4.4	7.2	1.1	0.0	0.0	0.0				1.0	3.7	7.0	西南西									
2015/3/8	高森	6.9	15.8	-1.2	0.0	0.0	9.9				1.6	4.8	7.1	北北東									
2015/3/9	高森	6.8	9.7	3.1	27.0	1.5	1.4				2.7	5.8	13.3	西北西									
2015/3/10	高森	-1.5	3.1	-3.4	0.0	0.0	6.4				6.0	9.2	17.1	西									
2015/3/11	高森	1.1	5.6	-1.9	0.0	0.0	6.4				4.6	6.3	11.4	西									
2015/3/12	高森	3.2	7.7	-1.8	0.0	0.0	6.4				4.1	7.5	13.1	西									
2015/3/13	高森	3.7	11.0	-4.8	0.0	0.0	10.3				2.3	6.6	11.8	西									
2015/3/14	高森	8.2	12.7	3.4	1.0	0.5	6.1				2.7	7.0	13.2	西									
2015/3/15	高森	8.5	13.0	5.2	11.5	1.0	0.0				1.0	2.8	7.2	北東									
2015/3/16	高森	10.4	15.4	6.3	0.0	0.0	1.5				1.2	3.3	6.2	東南東									
2015/3/17	高森	14.2	21.6	5.7	0.0	0.0	10.1				2.1	4.3	7.9	東南東									
2015/3/18	高森	14.5	16.7	12.4	42.5	4.0	0.2				1.5	6.7	11.8	東南東									
2015/3/19	高森	13.9	17.6	10.2	53.5	4.0	0.0				2.1	7.1	14.6	西									
2015/3/20	高森	11.3	17.1	7.0	0.0	0.0	3.1				1.4	4.5	7.7	西									
2015/3/21	高森	10.9	17.9	5.9	0.0	0.0	3.1				1.8	5.7	9.5	西									
2015/3/22	高森	9.2	15.9	2.7	0.0	0.0	7.2				2.2	5.7	10.9	西									
2015/3/23	高森	6.2	12.0	1.6	0.0	0.0	9.2				3.1	6.7	11.8	西									
2015/3/24	高森	3.7	8.7	-1.7	0.0	0.0	5.4				2.2	4.9	9.0	北									
2015/3/25	高森	3.8	11.6	-4.0	0.0	0.0	11.2				1.7	4.6	9.2	北東									
2015/3/26	高森	5.7	14.7	-3.0	0.0	0.0	10.9				1.6	4.7	7.6	西南西									
2015/3/27	高森	7.4	14.8	-1.9	0.0	0.0	5.3				1.5	4.1	6.8	西									
2015/3/28	高森	12.8	20.4	6.6	0.0	0.0	8.4				1.9	5.9	9.6	東南東									
2015/3/29	高森	12.8	19.3	7.3	1.5	0.5	6.9				2.0	5.7	9.3	西									
2015/3/30	高森	12.1	19.9	4.7	0.0	0.0	7.7				1.5	4.7	7.7	西									
2015/3/31	高森	13.0	18.4	7.9	5.5	0.5	0.7				0.8	3.0	5.1	東北東									
2015/4/1	高森	16.0	19.3	13.4	3.5	0.5	0.0				1.5	4.0	6.9	西									
2015/4/2	高森	16.1	20.8	12.4	0.5	0.5	6.8				3.9	9.1	14.3	東南東									
2015/4/3	高森	18.1	20.6	14.6	20.0	4.0	0.0				3.6	7.5	15.7	南西									
2015/4/4	高森	17.8	20.5	15.6	1.0	0.5	0.2				0.9	3.3	6.4	西北西									
2015/4/5	高森	18.5	20.2	16.5	27.0	5.5	0.0				2.9	6.7	18.0	西南西									
2015/4/6	高森	17.9	20.7	13.5	11.0	4.0	0.0				1.7	6.4	13.2	西北西									
2015/4/7	高森	10.3	13.7	7.2	6.5	1.5	0.0				2.3	5.1	10.5	北東									
2015/4/8	高森	6.6	10.1	4.5	6.0	1.0	5.0				3.1	5.9	12.0	北東									
2015/4/9	高森	9.6	15.3	3.0	4.0	1.0	3.6				2.0	7.6	12.7	東北東									
2015/4/10	高森	9.6	11.2	8.3	24.5	1.0	0.0				3.1	7.4	13.4	東北東									
2015/4/11	高森	11.9	16.5	8.5	0.0	0.0	6.1				2.7	5.4	10.0	東北東									
2015/4/12	高森	11.1	14.7	6.4	14.5	1.0	0.3				2.9	7.7	13.7	東北東									
2015/4/13	高森	12.3	16.3	10.2	1.5	1.0	0.1				2.7	5.7	10.0	北北東									
2015/4/14	高森	9.2	12.1	5.8	5.5	2.0	2.6				3.2	7.8	13.1	西									
2015/4/15	高森	8.5	13.1	4.4	4.0	1.0	2.4				4.2	7.8	14.6	西									
2015/4/16	高森	14.0	18.0	8.5	8.0	2.5	0.5				3.9	7.9	14.4	西南西									
2015/4/17	高森	12.2	17.9	5.9	1.5	1.0	11.3				2.5	5.2	9.9	西									
2015/4/18	高森	13.9	22.1	4.4	0.0	0.0	6.9				1.6	4.6	7.5	南東									
2015/4/19	高森	17.0	20.9	13.7	10.0	1.5	0.8				3.3	6.5	11.8	東南東									
2015/4/20	高森	16.9	19.9	11.1	7.0	2.0	0.0				2.2	5.1	9.5	西南西									
2015/4/21	高森	13.4	20.5	7.3	0.5	0.5	8.8				1.5	4.8	8.6	北東									
2015/4/22	高森	13.3	19.7	6.6	0.0	0.0	10.5				2.0	5.6	10.2	西									
2015/4/23	高森	13.4	23.8	6.2	0.0	0.0	9.1				1.4	5.9	10.1	東北東									
2015/4/24	高森	13.4	22.1	5.1	0.0	0.0	7.1				1.6	5.0	8.2	西									
2015/4/25	高森	13.8	21.2	6.6	0.0	0.0	11.7				1.9	5.9	9.8	西									
2015/4/26	高森	14.2	24.2	3.0	0.0	0.0	11.3				1.6	5.1	9.1	北東									
2015/4/27	高森	15.8	24.3	6.3	0.0	0.0	11.6				1.7	4.9	8.7	西									
2015/4/28	高森	14.8	17.4	11.4	0.0	0.0	0.0				2.5	4.8	9.9	東南東									
2015/4/29	高森	16.4	20.8	13.1	0.0	0.0	8.3				3.9	8.0	12.8	東南東									
2015/4/30	高森	16.0	19.0	14.2	6.5	1.0	0.0				2.9	8.0	13.5	東南東									
2015/5/1	高森	17.5	23.1	13.3	0.0	0.0	7.1				2.6	5.6	9.5	東南東									
2015/5/2	高森	17.5	24.3	9.9	0.0	0.0	10.9				3.3	6.8	13.4	東南東									
2015/5/3	高森	16.8	18.9	15.2	3.5	1.0	0.0				3.2	6.1	11.7	東南東									
2015/5/4	高森	16.6	19.4	12.6	0.0	0.0	3.0				2.1	4.9	8.4	西									
2015/5/5	高森	15.7	23.7	8.7	0.0	0.0	12.4				1.7	5.3	8.6	北東									
2015/5/6	高森	15.5	23.3	7.5	0.0	0.0	4.6				1.4	5.2	8.5	西									
2015/5/7	高森	13.5	15.4	11.9	4.5	1.0	0.0				1.0	3.6	6.6	東									
2015/5/8	高森	17.9	25.7	11.6	0.0	0.0	11.4				1.5	4.4	8.3	西北西									
2015/5/9	高森	13.7	17.5	10.2	12.5	1.0	3.4				1.4	4.5	8.9	東北東									
2015/5/10	高森	16.2	23.2	8.8	0.0	0.0	9.1				1.4	4.3	8.4	東									
2015/5/11	高森	16.6	19.8	11.3	0.0	0.0	3.5				4.4	10.1	17.4	東南東									
2015/5/12	高森	13.9	19.4	8.8	18.0	4.5	2.2				4.1	8.9	14.6	西北西									
2015/5/13	高森	15.8	21.6	10.6	0.0	0.0	9.0				3.9	7.6	14.0	西南西									
2015/5/14	高森	18.1	24.5	9.1	4.5	1.5	2.0				2.1	7.5	13.2	西南西									
2015/5/15	高森	19.7	23.4	16.5	0.5	0.5	0.0				1.2	3.2	5.9	西									
2015/5/16	高森	18.4	21.9	15.8	31.5	2.0					1.6	4.8	8.5	西南西									
2015/5/17	高森	18.3	25.8	9.4	0.0	0.0					1.9	5.2	9.3	北北東									
2015/5/18	高森	18.2	21.2	15.1	48.5	4.5					3.1	7.6	15.6	北東									
2015/5/19	高森	20.3	28.2	14.6	5.0	1.5					1.7	4.1	6.8	西南西									
2015/5/20	高森	17.2	24.6	10.2	0.5	0.5					2.2	6.4	12.4	西									
2015/5/21	高森	15.7	24.0	7.6	0.0	0.0					1.4	3.8	7.7	南西									
2015/5/22	高森	17.5	24.2	10.4	0.0	0.0					1.7	4.2	7.5	西南西									
2015/5/23	高森	15.8	18.7	13.2	0.5	0.5					2.0	5.6	11.1	東									
2015/5/24	高森	16.9	23.9	11.9	0.0	0.0					1.7	5.0	8.7	北東									
2015/5/25	高森	17.9	26.3	10.6	0.0	0.0					1.2	3.8	9.5	東北東									
2015/5/26	高森	19.9	28.1	11.8	0.0	0.0					1.2	4.3	7.3	西									
2015/5/27	高森	20.7	28.5	12.9	0.0	0.0	3.7				1.4	5.0	7.8	西南西									
2015/5/28	高森	19.2	22.7	14.6	0.0	0.0	0.5				1.9	4.5	12.2	東北東									
2015/5/29	高森	20.7	27.2	15.7	0.0	0.0	8.0				1.8	4.1	9.5	東									
2015/5/30	高森	18.6	22.6	14.8	17.0	1.5	2.5				0.8	2.5	4.8	東北東									
2015/5/31	高森	20.4	25.0	17.3	1.0	0.5	3.2				1.7	5.0	7.8	北東									
2015/6/1	高森	21.1	27.7	14.9	0.0	0.0	7.8				1.5	4.7	7.5	西南西									
2015/6/2	高森	20.9	25.4	18.3	66.0	5.5	0.4				1.2	6.7	13.4	北東									
2015/6/3	高森	19.6	22.0	12.9	87.5	5.0	1.2				2.3	8.6	16.4	西南西									
2015/6/4	高森	18.9	26.6	12.3	0.0	0.0	12.2				1.6	3.7	10.0	東北東									
2015/6/5	高森	14.3	16.6	12.3	28.5	3.0	0.0				2.0	4.9	13.6	東北東									
2015/6/6	高森	17.1	23.6	13.1	0.0	0.0	9.2				2.0	5.0	8.1	西									
2015/6/7	高森	17.2	21.1	12.4	0.0	0.0	1.7				3.0	8.4	13.4	東南東									
2015/6/8	高森	18.3	22.2	15.5	45.0	2.5	0.0				2.2	7.7	15.8	東									
2015/6/9	高森	19.9	21.4	18.2	52.5	3.5	0.0				1.1	4.1	7.7	南西									
2015/6/10	高森	19.9	24.7	17.1	4.5	1.5	1.1				1.4	4.5	8.2	東南東									
2015/6/11	高森	20.4	23.0	17.6	217.5	11.5	0.0				1.8	6.5	11.8	西南西									
2015/6/12	高森	22.7	27.6	17.9	0.5	0.5	9.6				2.4	4.5	8.3	西									
2015/6/13	高森	17.8	24.3	14.8	10.5	1.5	0.2				1.1	5.1	10.4	北東									
2015/6/14	高森	19.1	22.0	15.9	9.5	1.0	0.0				1.1	3.2	5.4	南東									
2015/6/15	高森	19.0	23.1	16.8	13.0	1.5	1.3				0.8	2.4	5.1	西南西									
2015/6/16	高森	17.8	19.4	14.8	24.5	3.0	0.0				0.6	2.0	4.1	南南東									
2015/6/17	高森	17.5	22.1	13.6	30.0	3.5	0.1				1.7	5.5	10.2	東南東									
2015/6/18	高森	18.0	19.3	17.1	56.5	4.5	0.0				1.8	4.1	9.6	北東									
2015/6/19	高森	18.4	20.4	16.9	3.5	1.0	0.0				1.0	3.3	6.6	西南西									
2015/6/20	高森	20.6	24.9	17.8	0.0	0.0	5.2				1.1	3.8	7.1	東南東									
2015/6/21	高森	20.4	25.0	16.4	0.0	0.0	7.1				1.4	4.7	7.8	西									
2015/6/22	高森	18.6	21.5	16.6	1.5	0.5	0.0				0.7	2.5	4.6	南東									
2015/6/23	高森	20.0	22.7	17.1	6.0	4.0	0.4				0.8	2.8	5.1	西									
2015/6/24	高森	20.8	23.4	19.2	5.5	0.5	0.0				1.3	4.6	8.0	東									
2015/6/25	高森	20.4	22.4	19.0	10.5	2.5	0.1				2.1	5.2	10.8	東									
2015/6/26	高森	21.9	23.8	19.6	22.0	6.0	0.0				3.6	7.9	15.4	西南西									
